"OBJECTID","ProjectID","CapproID","Department","Category","Name","Status","Manager","Phone","Email","BondAmount","District 1","District 2","District 3","District 4","District 5","District 6","District 7","District 8","District 9","District 10","District 11","District 12","District 13","District 14","City Wide","LastModDt","DsgnAwardC","DsgnCmpltC","CnstAwardC","CnstStartC","CnstCmpltC","District","Legend"
"311","25041","TW12S767","TWM","Flood Management","Mockingbird Ln from Maple Ave to Forest Park Blvd","Under Award - Construction","David Garcia","214-948-4334",,"$2,300,000.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2015 Nov 19 03:10:01 PM","02/13/2013","10/07/2013","12/11/2013","03/03/2014","12/31/2015","2","Trinity Watershed Management"
"312","24708","PB12S351","PBW","Street Resurfacing","Harry Hines Blvd from Medical District Drive to Butler Street","Under Award - Construction","Mathew Ittoop",,,"$591,500.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:27:03 PM","01/01/1900",,"04/13/2016","06/30/2016","02/28/2017","2","Public Works - Street"
"313","24886","PB12S511","PBW","Street Resurfacing","Illinois Ave from Orial Ave to Michigan Ave","Under Award - Construction","Mathew Ittoop",,,"$657,200.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:40:20 PM",,,"04/13/2016","06/30/2016","02/28/2017","4","Public Works - Street"
"314","24970","PB12S595","PBW","Street Resurfacing","Old Ox Rd from Red Bird Ln to Trade Winds Dr","Remaining to-be-awarded","Mathew Ittoop",,,"$196,900.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:50:28 PM",,,"04/12/2017","06/01/2017","12/30/2017","3","Public Works - Street"
"315","24678","PB12S320","PBW","Street Reconstruction Thoroughfares","Woodmeadow from La Prada west to the end of divided roadway","Under Award - Design","Liong So","214-948-4570","liong.so@dallascityhall.com","$1,703,800.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","03/26/2014","10/31/2016","01/06/2017","03/27/2017","12/31/2017","9","Public Works - Street"
"316","24675","PB12S317","PBW","Street Reconstruction Thoroughfares","Merit from Park Central to Clodus Fields","Under Award - Construction","Luis Montano","214-948-4128","luis.montano@dallascityhall.com","$1,052,700.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","11/12/2013","08/07/2015","10/28/2015","12/14/2015","08/30/2016","11","Public Works - Street"
"317","24742","PB12S389","PBW","Bridge Repair and Modification","Houston Street Viaduct","Under Award - Construction","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$12,200,000.00","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 10 12:07:45 PM","08/19/2013","01/06/2016","05/11/2016","09/12/2016","12/31/2017","1,2","Public Works - Other"
"318","24875","PB12S500","PBW","Street Resurfacing","Glen Regal Dr from Rialto Dr To Hallum St","Remaining to-be-awarded","Mathew Ittoop",,,"$149,700.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Jun 22 02:39:06 PM",,,"04/12/2017","06/01/2017","12/30/2017","10","Public Works - Street"
"319","20056","PB06U791","PBW","Thoroughfares","Live Oak -Olive to Central Boulevard","Under Award - Construction","Matt Stevens","(214) 948-4163","matthew.stevens@dallascityhall.com","$475,760.00","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 12 04:25:01 PM","12/12/2007","06/15/2011","09/28/2011","03/12/2012","04/15/2017","2,14","Public Works - Other"
"320","19801","PB06U738","PBW","Streetscape / Urban Design","Griffin from IH30 to Main","Under Award - Construction","Horacio Pizzarello","214-948-5350","horacio.pizzarello@cityhall.com","$5,253,548.00","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:40:31 AM","04/14/2010","04/30/2014","02/25/2015","09/28/2015","11/30/2016","2,14","Public Works - Street"
"321","25058","PB06P767","PBW","Thoroughfares","Telephone Road Phase II","Under Award - Construction","Cornelio Rivera","948-4679","cornelio.rivera@dallascityhall.com","$0.00","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","2016 Aug 12 04:34:13 PM","10/12/2010","03/31/2014","06/25/2014","03/16/2015","08/30/2016","8","Public Works - Other"
"322","25071","PB06P838","PBW","Thoroughfares","Fort Worth Ave from Sylvan to West Commerce St","Under Award - Design","Horacio Pizzarello","214-948-5350","horacio.pizzarello@dallascityhall.com","$0.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Aug 12 04:43:43 PM","06/11/2014","10/20/2016","02/25/2017","04/26/2017","03/25/2018","6","Public Works - Other"
"323","21703","PB06U773","PBW","Thoroughfares","Belleview from Akard to Ervay","Under Award - Design","Cecelia Rutherford","214-948-4631","cecelia.rutherford@dallascityhall.com","$1,000,000.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:40:31 AM","06/24/2009","09/30/2016",,,,"2","Public Works - Other"
"324","25091","PB06P894","PBW","Intergovernmental Partnership Projects","Polk/Tyler Roundabouts","On Hold","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$0.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 10 12:21:31 PM","08/26/2015","12/31/2015","02/11/2016","03/02/2016","01/14/2017","1","Public Works - Other"
"325","24509","PB06P653","PBW","Intergovernmental Partnership Projects","Katy Trail Extension - Phase VI","Under Award - Construction","Cecelia Rutherford","(214) 948-4631","cecelia.rutherford@dallascityhall.com","$0.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 15 08:55:02 AM","11/08/2006","03/11/2011","08/12/2015","11/05/2015","04/28/2017","14","Public Works - Other"
"326","24545","PB06P658","PBW","Intergovernmental Partnership Projects","IH-30 Bridge Pedestrian and Bicycle Components","Under Award - Construction","Tim Starr","214-948-4660","timothy.starr@dallascityhall.com","$0.00","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Aug 22 03:51:21 PM","04/13/2011",,"02/01/2013","03/01/2013","03/01/2017","1,6","Public Works - Other"
"327","25063","PB06P692","PBW","Hike and Bike Trails","East Dallas Veloway Ph II - Elm St to Parry Avenue","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$0.00","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 12 07:03:10 PM","01/28/2009","10/15/2010","09/25/2013","03/09/2015","09/29/2016","2,7","Public Works - Other"
"328","24515","PB06U208","PBW","Intergovernmental Partnership Projects","East Dallas Veloway Phase 4 from Northwest Hwy to N of Royal Ln","Under Award - Design","Anshi Jin","214-948-4253","anshi.jinl@dallascityhall.com","$0.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 15 08:49:51 AM","05/05/1909","11/30/2015",,,,,"Public Works - Other"
"329","25122","PB06P852","PBW","Intergovernmental Partnership Projects","IH-20 Ramps from Haymarket Rd to W. of US175","Under Award - Construction","CHIAMIN KORNIGIEBEL","2146701228","CHIAMIN.KORNGIEBEL@DALLASCITYHALL.COM","$0.00","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","2016 Jul 28 01:27:16 PM",,,"09/16/1915","01/03/2016","12/01/2017","5,8","Public Works - Other"
"330","25118","PB06P931","PBW","Streetscape / Urban Design","Deep Ellum Streetscape Design","Under Award - Construction","Vincent Lewis","214-948-4244","vincent.lewis@dallascityhall.com","$0.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 11 09:28:27 AM","08/22/2012","05/01/2014","12/12/2012","01/14/2013","03/31/2016","2","Public Works - Street"
"331","20197","PRK06487","PKR","Trail Development","Northaven Trail   (Royal to Midway)","Bond",,,,"$1,000,000.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2014 Mar 31 02:59:09 PM",,,,,,"13","Park and Recreation"
"332","20556","PRK06503","PKR","Trail Development","White Rock Creek Trail (South)","Bond",,,,"$200,000.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2014 May 27 01:46:48 PM",,,,,,"7","Park and Recreation"
"333","19949","PRK06480","PKR","Trail Development","John C. Phelps Trail","Bond",,,,"$350,000.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2014 Feb 26 03:12:51 PM",,,,,,"7","Park and Recreation"
"334","24429","PB03P378","PBW","Public / Private Development","Meek St - Carbondale St to Hull St","Under Award - Design","Liong So","214-948-4570","liong.so@dallascityhall.com","$0.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 12 07:21:36 PM","05/10/2006","08/28/2009","11/09/2016","01/23/2017","12/31/2017","7","Public Works - Other"
"335","916","PB98N073","PBW","Intergovernmental Partnership Projects","Hatcher - Haskell to Spring","Under Award - Design","Cecelia Rutherford","214-948-4631","cecelia.rutherford@dallascityhall.com","$395,000.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 15 08:53:09 AM","08/26/2015","11/02/2016","04/05/2017","06/01/2017","06/01/2018","7","Public Works - Other"
"336","968","PB98N946","PBW","Intergovernmental Partnership Projects","Katy Trail Extension - Phase III","Under Award - Construction","Cecelia Rutherford",,"cecelia.rutherford@dallascityhall.com",,"false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 15 08:53:09 AM","02/13/2008","08/28/2009","01/27/2010","03/31/2010","08/31/2016","14","Public Works - Other"
"337","977","PB98N96502","PBW","Trinity River Corridor","Beckley Avenue Extension","Under Award - Construction","Jaime Gomez","214-948-4617","jaime.gomez.dallascityhall.com",,"false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Sep 06 02:27:56 PM","11/10/2010","12/01/2013","06/25/2014","08/27/2015","03/28/2017","6","Public Works - Other"
"338","983","PB98P107","TWM","Trinity River Corridor","IH-30 Signature Bridge across Trinity River","Under Award - Construction","Tim Starr","(214) 670-5662",,,"false","true","true","false","false","true","false","false","false","false","false","false","false","false","false","2016 May 31 07:32:30 PM","12/08/2003","09/01/2012",,"12/01/2013","12/01/2016","2,3,6","Trinity Watershed Management"
"339","3361","PB95L186","PBW","Intergovernmental Partnership Projects","Denton -Webb Chapel To North City Limits (Design only)","Under Award - Construction","Anshi Jin","214-948-4253","anshi.jin@dallascityhall.com","$549,000.00","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Sep 06 06:48:00 PM",,"11/27/2015","09/28/2015",,,"2,6","Public Works - Other"
"340","21710","PBNIP007","PBW","Streetscape / Urban Design","Spring Avenue Redevelopment Project","Under Award - Construction","Lap Trinh","214-948-4001","wilkens.engmann@dallascityhall.com",,"false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 29 11:11:14 AM","10/24/2007","06/30/2012","10/10/2012","04/08/2013","11/26/2016","7","Public Works - Street"
"341","21968","PB95L393","PBW","Street Resurfacing","Avondale - Oak Lawn To Turtle Creek","Remaining to-be-awarded","Patrick Diviney",,,"$33,660.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","2016 Aug 10 10:32:03 AM",,"03/13/1997","04/12/2017",,"12/30/2017","14,Citywide","Public Works - Street"
"342","24409","PBNIP014","PBW","Street Reconstruction","Wells St from Bexar to Canaan St","Under Award - Design","Syed Muntajibuddin","948-4520","syed.muntajibuddin@dallascityhall.com","$657,000.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 08 09:33:14 AM","05/12/2010","11/01/2016","02/22/2017","04/17/2017","03/30/2018","7","Public Works - Street"
"343","24445","PBPRP356","PBW","Intergovernmental Partnership Projects","Mockingbird Plaza & Midtown/Central/University Dev","Under Award - Construction","Cecelia Rutherford","(214) 948-4631","cecelia.rutherford@dallascityhall.com",,"false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Sep 06 11:45:07 AM","06/22/1911","03/31/2014","06/25/2014","09/02/2014","07/30/2016","14","Public Works - Other"
